jobid,date,description,employer,location,salary,tags,title,url,weeknum
111777,2016-10-15,"As Senior Java Developer, you will be responsible of developing complex solutions for a fast growing…",FACEIT Ltd,"London, UK",,"[java, spring, java-ee, amazon-web-services]",Senior Java Developer - Gaming - London,/jobs/111777/senior-java-developer-gaming-london-faceit-ltd,41
113915,2016-10-15,We are Nexmo. We are an emerging leader in the $100b+ cloud communication and telecom markets. Customers…,Nexmo,"London, UK","£30,000 - 60,000","[node.js, javascript, mongodb]",Node.JS / Javascript Developer for our Awesome Team!!,/jobs/113915/nodejs-javascript-developer-for-our-awesome-nexmo,41
78892,2016-10-15,Help us revolutionize E-commerce by building real-time 3D customization tools with a world class team of…,mycs GmbH,"Berlin, Germany",,"[javascript, angularjs, node.js, ecmascript-6, reactjs]",Senior Javascript Engineer (Berlin),/jobs/78892/senior-javascript-engineer-berlin-mycs-gmbh,41
122690,2016-10-15,UX Designer / UI Designer (UI Web Mobile Agile Wireframes User Journey Axure). Travel Republic is a…,Travel Republic,"London, UK","£45,000 - 60,000","[user-experience, user-interface, axure, photoshop, responsive-design]",UX / UI Designer Axure - eCommerce,/jobs/122690/ux-ui-designer-axure-ecommerce-travel-republic,41
124824,2016-10-15,Wir suchen zum nächstmöglichen Zeitpunkt einen C# .NET Developer (m/w) bzw. Software-Entwickler für Web…,neveling.net GmbH,"Hamburg, Deutschland",,"[.net, asp.net-mvc, c#, visual-studio, resharper]",Software Entwickler C# .NET (m/w) .NET Developer,/jobs/124824/software-entwickler-c-sharp-net-m-w-net-developer-nevelingnet-gmbh,41
118696,2016-10-15,Holvi is banking for Makers and Doers - a financial service built by entrepreneurs for entrepreneurs. We…,Holvi,"Helsinki, Finland",,"[prototyping, html, css, javascript, twitter-bootstrap]",Interaction Designer,/jobs/118696/interaction-designer-holvi,41
123026,2016-10-15,"The Project 
An exciting and unique opportunity has arisen within Corporate and Institutional Banking…",Standard Chartered,Singapore,,"[html5, javascript, angularjs, reactjs, css3]",Create exceptional user experience as a UI Lead,/jobs/123026/create-exceptional-user-experience-as-a-ui-lead-standard-chartered,41
118693,2016-10-15,Holvi is banking for Makers and Doers - an account built by entrepreneurs for entrepreneurs. We are…,Holvi,"Helsinki, Finland",,"[python, angularjs, css]",Frontend Developer,/jobs/118693/frontend-developer-holvi,41
118690,2016-10-15,Holvi is banking for Makers and Doers – an account built by entrepreneurs for entrepreneurs. We are…,Holvi,"Helsinki, Finland",,"[python, django, amazon-web-services, postgresql]",Payments Engineer,/jobs/118690/payments-engineer-holvi,41
96337,2016-10-15,"Zur Verstärkung unseres Teams suchen wir mehrere Java-Clean-Coder. Bei uns bist Du für die Analyse, das…",IKS Gesellschaft für Informations- und Kommunikationssysteme mbH,"Hilden, Deutschland",,"[java, java-ee]",Java-Clean-Coder (m/w) für einzigartige Softwarelösungen,/jobs/96337/java-clean-coder-m-w-f%C3%BCr-einzigartige-iks-gesellschaft-f%C3%BCr,41
123001,2016-10-15,We're looking for a Back-End Web Developer who will be responsible for managing the interchange of data…,seekmi.com,"West Jakarta, Indonesia","$18,000 - 30,000","[python, php, codeigniter, optimization, javascript]",Back-End Developer,/jobs/123001/back-end-developer-seekmicom,41
124977,2016-10-15,A fantastic opportunity for a highly creative and innovative Full Stack Senior Developer to join our…,Atkins,"Bristol, UK",,"[php, asp.net, angular2, node.js, database]",Full Stack Senior Developer,/jobs/124977/full-stack-senior-developer-atkins,41
123021,2016-10-15,"About Galton VoyseyGalton Voysey is a platform for building, buying and developing consumer product…",Galton Voysey,Hong Kong,,"[operations, assistant, operations-coordinator]",Operations Coordinator,/jobs/123021/operations-coordinator-galton-voysey,41
126986,2016-10-15,Are you interested in improving a platform used globally to improve health care for the underprivileged?…,"University of Oslo, DHIS 2","Oslo, Norway","$70,000 - 120,000","[javascript, reactjs, angularjs, npm, ecmascript-6]",Front End Engineer - React / AngularJS - Global health platform,/jobs/126986/front-end-engineer-react-angularjs-global-university-of-oslo-dhis-2,41
109247,2016-10-15,"Amazon has built a reputation for excellence with recent examples of being named #1 in customer service,…",Amazon,"Dublin, Ireland",,"[chef, puppet, os]",Cloud Support Engineer - Amazon Web Services,/jobs/109247/cloud-support-engineer-amazon-web-services-amazon,41
124975,2016-10-15,"The role:
Join our rapidly expanding dynamic FinTech company as a .NET Developer and you will be part…",Prospa,"Darlinghurst, Australia",,"[c#, .net, asp.net-web-api, azure, microservices]",.NET Developer,/jobs/124975/net-developer-prospa,41
124932,2016-10-15,"Was fängst Du bei uns an?

Du bist maßgeblich am Design und der Implementierung neuer Tools…",Axivas Deutschland GmbH,"Schwetzingen, Deutschland",,"[c#, .net, angularjs, javascript, sql-server]",C# .NET Web Entwickler (m/w),/jobs/124932/c-sharp-net-web-entwickler-m-w-axivas-deutschland-gmbh,41
124298,2016-10-15,"ARE YOU LOOKING FOR A JOB...

where you can make a difference?
where you work together with a young…",Find Local GmbH,"Stuttgart, Deutschland",,"[ios, android, nodejs, mongodb, gitlab-ci]",Fullstack Developer,/jobs/124298/fullstack-developer-find-local-gmbh,41
123018,2016-10-15,"De bevolkingsonderzoeken borstkanker, baarmoederhalskanker en darmkanker worden in Nederland uitgevoerd…",Facilitaire Samenwerking Bevolkingsonderzoeken,"Utrecht, Netherlands",,[sap],Business Intelligence Ontwikkelaar,/jobs/123018/business-intelligence-ontwikkelaar-facilitaire-samenwerking,41
99522,2016-10-15,"
Development of user interface for test-automatisation-software for RFID/NFC
Concept and…",Arsenal Testhouse GmbH,"Wien, Austria",,"[c#, wpf, mvvm, .net, mono]",Software Developer C#.NET Junior/Senior,/jobs/99522/software-developer-c-sharpnet-junior-senior-arsenal-testhouse-gmbh,41
123017,2016-10-15, We are looking for a talented .NET/Full Stack developer to help our team ramp up product development.…,VSoft Technologies,"Phillip, Australia","A$70,000 - 90,000","[c#, .net, mvc, javascript]",.NET/Full Stack Developer,/jobs/123017/net-full-stack-developer-vsoft-technologies,41
126983,2016-10-15,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,Comcast,"Philadelphia, PA",,"[mobile, spring, cassandra]",Senior Development Engineer,/jobs/126983/senior-development-engineer-comcast,41
126984,2016-10-15,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,Comcast,"Philadelphia, PA",,"[mobile, spring, cassandra]",Senior Software Architect,/jobs/126984/senior-software-architect-comcast,41
126985,2016-10-15,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,Comcast,"Philadelphia, PA",,"[java, sql, hadoop]","Sr. Architect, Data Warehouse/ETL (Pentaho)",/jobs/126985/sr-architect-data-warehouse-etl-pentaho-comcast,41
126982,2016-10-15,Comcast's Technology & Product organization works at the intersection of media and technology. Our…,Comcast,"Philadelphia, PA",,"[testing, debugging]",Software Engineer,/jobs/126982/software-engineer-comcast,41
123007,2016-10-15,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,Comcast,"Philadelphia, PA",,"[javascript, java, android]",Software Engineer,/jobs/123007/software-engineer-comcast,41
115037,2016-10-15,"Company Profile: 
DataFox is an intelligence platform that helps knowledge workers around the world…",DataFox,"San Francisco, CA",,"[node.js, solr, mongodb, angularjs, ember.js]",Full Stack Engineer,/jobs/115037/full-stack-engineer-datafox,41
123008,2016-10-15,Comcast brings together the best in media and technology. We drive innovation to create the world's best…,Comcast,"Philadelphia, PA",,"[javascript, java, testing]","Software Engineer, Xfinity Home",/jobs/123008/software-engineer-xfinity-home-comcast,41
124968,2016-10-15,At Homeboy we make cutting edge smart home products. We are looking for a well-rounded experienced…,Homeboy,"Sydney, Australia",Provides Equity,"[go, ios, android, amazon-web-services, embedded]",Senior Software Engineer,/jobs/124968/senior-software-engineer-homeboy,41
110889,2016-10-15,"For our frontend, we use modern Javascript (ES2015, AngularJS with TypeScript and Redux). In addition to…",askCharlie GmbH,"Berlin, Deutschland",,"[frontend, javascript, css, web-frontend, mobile]",Javascript Developer – Frontend,/jobs/110889/javascript-developer-frontend-askcharlie-gmbh,41
123003,2016-10-15,"Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient…",DBS,Singapore,"$72,000 - 90,000","[java, javascript, linux, development-environment, eclipse]",VA/AVP CAP Senior Java Developer (160000DD),/jobs/123003/va-avp-cap-senior-java-developer-160000dd-dbs,41
124963,2016-10-15,"What we are looking for:
Master the latest technologies
You are interested in learning and are willing…",ShopBack,Singapore,"$60,000 - 108,000","[reactjs, html, angularjs, javascript, css]",Lead Front-end Engineer,/jobs/124963/lead-front-end-engineer-shopback,41
122998,2016-10-15,CUBE has an exciting opportunity for a talented and experienced software engineer with strong team…,CUBE,"Godalming, UK",,"[c#, .net, angularjs, jquery, sql-server]",Lead Software Engineer - Full stack .net - London/Surrey area,/jobs/122998/lead-software-engineer-full-stack-net-london-cube,41
126895,2016-10-15,"Job Description
MDA’s Aviation business delivers large software centric systems that enable our…",MDA Corporation,"Richmond, BC, Canada",,"[c++, java, perl, python, oop]",Software Engineer / Team Lead - Aviation,/jobs/126895/software-engineer-team-lead-aviation-mda-corporation,41
116346,2016-10-15,"SUMMARY
At Hulu we have a million things we have to do to redefine TV, and all of them manifest on the…",Hulu,"Santa Monica, CA",,"[html, css, javascript, ruby-on-rails, python]",Sr. Software Developer for Hulu's Website!,/jobs/116346/sr-software-developer-for-hulus-website-hulu,41
116345,2016-10-15,LiveSafe is looking for a very talented back-end (full-stack) engineer to join our team. The LiveSafe…,LiveSafe,"Arlington, VA",Provides Equity,"[scala, akka, node.js, java, docker]",Back-end Engineer,/jobs/116345/back-end-engineer-livesafe,41
126981,2016-10-15,Position OverviewAs Software Developer your role is key to advancing and creating our technology stack.…,Fugro Roadware,"Mississauga, ON, Canada",,"[html5-css3+, mvc4+, wcf, sql, c++]",Software Developer,/jobs/126981/software-developer-fugro-roadware,41
124962,2016-10-15,"You like to make great things happen quickly, and we like that in an engineer. We want our team to…",Lytx Inc.,"San Diego, CA","$85,000 - 125,000","[c#, .net, rest, oop, soa]",Software Engineer,/jobs/124962/software-engineer-lytx-inc,41
124959,2016-10-15,"BizVision is looking for a back-end web application developer with experience in Node.js, MySQL, jQuery,…",BizVision,"Midvale, UT",,"[node.js, mysql, jquery, html5]",Full-stack Software Engineer,/jobs/124959/full-stack-software-engineer-bizvision,41
124961,2016-10-15,"At Amazon Video, we're fundamentally changing the way millions of customers access, consume and interact…",Amazon,"London, UK",,"[java, c++, perl, python, c#]",Software Development Engineer (SDE) - Graduate - Amazon Video,/jobs/124961/software-development-engineer-sde-graduate-amazon,41
100443,2016-10-15,We are currently seeking a Senior Systems Administrator to provide Microsoft Windows platform management…,FXCM Group,"New York, NY",,"[windows, ms-office, sql-server, citrix, hyper-v, sysadmin]",Senior Systems Administrator,/jobs/100443/senior-systems-administrator-fxcm-group,41
126980,2016-10-15,"CSU Online, under the Division of Continuing Education (DCE), seeks a front-end web developer with full…",Colorado State University Online,"Fort Collins, CO","$70,000 - 85,000","[html5, javascript, c#, css, sql]",Full-Stack Web Developer,/jobs/126980/full-stack-web-developer-colorado-state-university,41
125034,2016-10-16,800response is seeking an open source virtuoso to join our team in helping us continue the journey of…,800response,"South Burlington, VT",,"[mysql, linux, node.js, php, ansible]",Full-Stack Developer,/jobs/125034/full-stack-developer-800response,41
118774,2016-10-16,"ABOUT YOU
You're a seasoned developer with a knack for designing simple solutions to complex problems.…",Chimp.net,"Vancouver, BC, Canada",,"[ruby, sql, html, javascript]","Full Stack Developer, Ruby on Rails",/jobs/118774/full-stack-developer-ruby-on-rails-chimpnet,41
123076,2016-10-16,"ClearPoint are masters of software development, creating solutions that transform business vision into…",ClearPoint Limited,"Auckland, New Zealand",,"[java, spring, angularjs, git, kubernetes]",Fullstack Opportunities in the Java Development Space,/jobs/123076/fullstack-opportunities-in-the-java-development-clearpoint-limited,41
123075,2016-10-16,Key Role: Serve as a part of the rapidly growing software engineering team within the Cyber analytics…,Booz Allen Hamilton,"McLean, VA",,"[javascript, meteor, angularjs, reactjs, d3.js]","Full Stack JavaScript Engineer, Senior",/jobs/123075/full-stack-javascript-engineer-senior-booz-allen-hamilton,41
124123,2016-10-16,"Aerotech's motion products are used to develop, test, and manufacture high-technology products including…",Aerotech,"Pittsburgh, PA","$88,000 - 108,000","[.net, erp, relational-database]",Software Engineer - Team Leader,/jobs/124123/software-engineer-team-leader-aerotech,41
116488,2016-10-16,"Description of position:
This role is responsible for developing and supporting application components…",Tradeweb,"Jersey City, NJ","$100,000 - 150,000","[javascript, html5, css3]",Web Developer,/jobs/116488/web-developer-tradeweb,41
123073,2016-10-16,We’re looking for a passionate engineer who is a self-starter but can also work in a collaborative team…,YogaGlo,"Santa Monica, CA",,"[node.js, javascript, postgresql, json-api, docker]",Web Application Engineer,/jobs/123073/web-application-engineer-yogaglo,41
121299,2016-10-16,"Who You Are
You’re smart, you’re a good engineer, and you get things done. You get a thrill out of…",FarmLogs,"Ann Arbor, MI",Provides Equity,"[clojure, python, postgres, aws]",Senior Backend Engineer,/jobs/121299/senior-backend-engineer-farmlogs,41
125031,2016-10-16,We want to add a senior front-end engineer to our team at Signal. This is a full-time role located in…,Signal,"Chicago, IL","$100,000 - 130,000","[javascript, jquery, react, rest, node.js]",Senior Front-End Engineer,/jobs/125031/senior-front-end-engineer-signal,41
116479,2016-10-16,We are seeking software engineers to join the Broadcast team to build a global video platform. As an…,Amazon,"Seattle, WA",,"[c++, ruby, python]",Software Engineer,/jobs/116479/software-engineer-amazon,41
101151,2016-10-16,"We like to build stuff… sometimes complicated stuff… for Art Galleries, Non Profits and Charities. We’ve…",Compucorp,"London, UK","£15,000 - 40,000","[drupal, drupal-7, drupal-8, civicrm, php]",Senior / Lead Drupal Web Developer,/jobs/101151/senior-lead-drupal-web-developer-compucorp,41
125030,2016-10-16,Glassbreakers is hiring a senior software engineer. Glassbreakers is an inclusion enterprise software…,"Glassbreakers, Inc.","Oakland, CA",Provides Equity,"[ruby-on-rails, postgresql, reactjs]",Senior Software Engineer,/jobs/125030/senior-software-engineer-glassbreakers-inc,41
118756,2016-10-16,Synopsys is seeking a software testing and security expert to join our Professional Services team of…,Synopsys,"Frimley, UK",,"[c, c#, c++, java, perl]","Senior Consultant, Professional Services",/jobs/118756/senior-consultant-professional-services-synopsys,41
125028,2016-10-16,We’re in a search of skilled front-end developer who loves building great web experiences and have a…,Mapillary,"Malmö, Sweden",Provides Equity,"[angular2, falcor, node.js, typescript]",Front-End Developer,/jobs/125028/front-end-developer-mapillary,41
125027,2016-10-16,Mapillary is seeking a global business operations lead. As part of a distributed team committed to…,Mapillary,"Malmö, Sweden",Provides Equity,"[markdown, google-docs]",Global Business Operations Lead,/jobs/125027/global-business-operations-lead-mapillary,41
118750,2016-10-16,"Synopsys, Software Integrity Group is looking for Customer Success Engineers who can work directly with…",Synopsys,"Setagaya, Japan",,"[c, c#, c++, java]",Sr. Customer Success Engineer,/jobs/118750/sr-customer-success-engineer-synopsys,41
122508,2016-10-16,Priceline.com's team was awarded a Top Developer badge on Google Play! Come join us and be a part of our…,Priceline.com,"New York, NY",,"[android, java, mobile]",Android Developer,/jobs/122508/android-developer-pricelinecom,41
125026,2016-10-16,"Most software and firmware have bugs. Your mission is to find them before our customers do!
Once the…",Churchill Navigation,"Boulder, CO",,[],Product Tester,/jobs/125026/product-tester-churchill-navigation,41
122991,2016-10-16,"You
You’re a talented, hardworking human being who is hungry to do big things.  You’re an experienced…",StudyBlue,"San Francisco, CA","$100,000 - 150,000

                                / 
Provides Equity","[javascript, backbone.js, html5, css, jquery]",Frontend Engineer – Changing the Landscape of Learning!,/jobs/122991/frontend-engineer-changing-the-landscape-of-studyblue,41
118742,2016-10-16,Synopsys Software Integrity Group is the trusted standard for companies that have a zero-tolerance…,Synopsys,"Wuhan, China",,"[c, c++, c#, objective-c, java]",Sr. Technical Support Engineer,/jobs/118742/sr-technical-support-engineer-synopsys,41
125024,2016-10-16,BestMile is a fast growing Swiss startup with offices in Lausanne (Switzerland) and San Francisco…,BestMile,"Lausanne, Switzerland",,[scala],Scala Backend Engineer,/jobs/125024/scala-backend-engineer-bestmile,41
125011,2016-10-16,"What you will be doing:

Support and influence technical decisions in regards to architecture, tools…",conichi,"Berlin, Germany","€50,000 - 60,000","[ruby-on-rails, postgresql, redis, amazon-web-services]",Backend Developer - RoR (m/f) // Berlin Startup // Travel Technology,/jobs/125011/backend-developer-ror-m-f-berlin-startup-conichi,41
123062,2016-10-16,"NBCUniversal is one of the world's leading media and entertainment companies in the development,…",NBCUniversal,"Englewood Cliffs, NJ",,"[python, xcode]",Sr. Software Engineer and Hacker,/jobs/123062/sr-software-engineer-and-hacker-nbcuniversal,41
116429,2016-10-16,Amazon’s Optimal Sourcing Systems (OSS) is looking for experienced software development engineers who…,Amazon,"Toronto, ON, Canada",,"[c++, java, c#]",Software Development Engineer,/jobs/116429/software-development-engineer-amazon,41
124787,2016-10-16,"As a front-end developer at Dropsource, you will be an integral part of the team that is trying to…",Dropsource,"Raleigh, NC",Provides Equity,"[javascript, reactjs, angularjs, node.js, html5]",FRONT END DEVELOPER,/jobs/124787/front-end-developer-dropsource,41
124995,2016-10-16,Cognizant was one of the first integrators to establish a dedicated support practice for Microsoft…,Cognizant Worldwide Limited,"London, UK",,"[dynamics-crm-2013, microsoft-dynamics, dynamics-crm-2015]",MS Dynamics Business Analyst,/jobs/124995/ms-dynamics-business-analyst-cognizant-worldwide-limited,41
126988,2016-10-16,"
SAP development
Implementation Legal Document Management
Concept creation
Implementation workflow…",IT Services Hungary,"Pécs, Hungary",€12 - 24,"[sap, abap, sap-basis, oracle]",SAP ABAP Developer (with English knowledge) (Pécs),/jobs/126988/sap-abap-developer-with-english-knowledge-p%C3%A9cs-it-services-hungary,41
123038,2016-10-16,Job Requisition Number:53270Bloomberg's Data Distribution team builds and maintains the largest global…,Bloomberg,"New York, NY",,"[c++, linux, api]",Senior C++ Software Engineer -  Data Distribution (API) Team,/jobs/123038/senior-c-plus-plus-software-engineer-data-distribution-bloomberg,41
124986,2016-10-16,"Wir suchen Sie, wenn Sie, wie wir, Freude an guter Arbeit haben – beim Entwickeln und in der…",Poolarserver GmbH,"Stuttgart, Deutschland",,"[c#, asp.net, sql-server, typescript, xamarin]","Softwareentwickler*in .NET, Web u. Mobile",/jobs/124986/softwareentwickler-in-net-web-u-mobile-poolarserver-gmbh,41
101591,2016-10-16,"
Development of creative, innovative and sustainable software solutions with the aid of agile…",NETCONOMY Software & Consulting GmbH,"Graz, Österreich",,[],Java Enterprise Software Developer (m/f),/jobs/101591/java-enterprise-software-developer-m-f-netconomy-software,41
123036,2016-10-16,"Your mission: > Designing and implementing Chatbots for the E-Sport industry (League of Legends, DOTA 2,…",Dojo Madness GmbH,"Berlin, Germany","€35,000 - 55,000","[bots, chatbot, java, javascript, mysql]",Backend Developer (Bots / Chatbots),/jobs/123036/backend-developer-bots-chatbots-dojo-madness-gmbh,41
109013,2016-10-16,"Ihre Aufgaben

Beteiligung auf allen Ebenen an der Weiterentwicklung einer anspruchsvollen Software…",Inxmail GmbH,"Freiburg im Breisgau, Deutschland",,"[java, spring, git, rest, swing]",Software-Entwickler Java (m/w),/jobs/109013/software-entwickler-java-m-w-inxmail-gmbh,41
124991,2016-10-16,Cognizant was one of the first integrators to establish a dedicated support practice for Microsoft…,Cognizant Worldwide Limited,"London, UK",,"[dynamics-crm, agile, analysis, design]",MS Dynamics Solution Architect,/jobs/124991/ms-dynamics-solution-architect-cognizant-worldwide-limited,41
123034,2016-10-16,This position is open to anyone living in the UK - we support remote home working and/or working from co…,Surevine,"London, UK",,"[java, spring, agile, linux]",Developer needed for cyber security team,/jobs/123034/developer-needed-for-cyber-security-team-surevine,41
106745,2016-10-16,We believe that the passion and talent of our employees is our strength – it is what drives us towards…,Booking.com,"Amsterdam, Netherlands",,"[soc, security, fraud, sysadmin]",SOC Security Incident Responder,/jobs/106745/soc-security-incident-responder-bookingcom,41
106743,2016-10-16,We believe that the passion and talent of our employees is our strength – it is what drives us towards…,Booking.com,"Amsterdam, Netherlands",,"[soc, security, fraud, sysadmin]",SOC Security Alert Analyst,/jobs/106743/soc-security-alert-analyst-bookingcom,41
123020,2016-10-16,"Hast du den Anspruch, Software auf höchstem technischem Niveau zu entwickeln? Dich stetig weiterzubilden…",CAS Software AG,"Karlsruhe, Germany",,"[java, jsf, html, css, javascript]",Full-Stack Java Developer (w/m),/jobs/123020/full-stack-java-developer-w-m-cas-software-ag,41
122949,2016-10-16,Hoe cool is het om door middel van de nieuwste technieken te werken aan vette functionaliteiten - die…,PANGAEA Digital Agency,"Den Haag, Netherlands",,"[.net, .net-4.5, c#, visual-studio, sql-server]",Werken met de nieuwste technieken? (.NET),/jobs/122949/werken-met-de-nieuwste-technieken-net-pangaea-digital-agency,41
116417,2016-10-16,Candidates will be expected to lead a Feature Team performing AngularJS UI and Java backend development…,J.P Morgan & Chase,"Bournemouth, UK",,"[java, spring, hibernate, sql, unix]",Team Lead Java Developer,/jobs/116417/team-lead-java-developer-jp-morgan-chase,41
118737,2016-10-16,Spreemo is a fast growing digital health company reshaping the way we evaluate and select our doctors.…,Spreemo,"New York, NY",,"[ruby, ruby-on-rails, javascript, cucumber, rspec]",Senior Rails Developer,/jobs/118737/senior-rails-developer-spreemo,41
125023,2016-10-16,Join trivago and help shape the future of the world’s largest online hotel search. Apply today and work…,trivago,"Düsseldorf, Germany",,"[go, c, c++, rust, python]",Software Engineer - DevOps / Platform- Engineering,/jobs/125023/software-engineer-devops-platform-engineering-trivago,41
125022,2016-10-16,OppenheimerFunds has been an industry pioneer throughout our 60-year history and when it comes to our…,OppenheimerFunds,"New York, NY",,"[html, user-experience, javascript]",Creative Front-End Developer,/jobs/125022/creative-front-end-developer-oppenheimerfunds,41
125000,2016-10-16,We are looking for C# .NET Lead Developer to join our growing team. You will be working with a small…,Glow New Media Limited,"Liverpool, UK","£33,000 - 39,000","[c#, asp.net, umbraco, xamarin, asp.net-mvc]",C# Lead Developer,/jobs/125000/c-sharp-lead-developer-glow-new-media-limited,41
125021,2016-10-16,"Ihr Aufgaben sind:

Entwicklung von Sport-Websites, Radio-Livestreams, Mediathek
Entwicklung einer…",Sport1 GmbH,"Ismaning, Deutschland","€40,000 - 80,000","[javascript, html, css, angularjs, php]",Softwareentwickler Web (m/w) German Speaking,/jobs/125021/softwareentwickler-web-m-w-german-speaking-sport1-gmbh,41
125018,2016-10-16,"Edgestream Partners, L.P. is an algorithmic hedge fund founded in 2003. We build robust, high-quality…","Edgestream Partners, L.P.","Princeton, NJ",,"[linux, cisco, python, ansible, vmware, sysadmin]","System Administrator (Linux, Cisco)",/jobs/125018/system-administrator-linux-cisco-edgestream-partners-lp,41
123051,2016-10-16,Digicast specializes in event webcasting. Our IT/R&D department is looking for a web application…,DIGICAST.CA,"Montréal, QC, Canada",,"[javascript, php, amazon-web-services, wowza, webcasting]",Developer - Web Video Streaming,/jobs/123051/developer-web-video-streaming-digicastca,41
125017,2016-10-16,"Edgestream Partners, L.P. is an algorithmic hedge fund founded in 2003. We build robust, high-quality…","Edgestream Partners, L.P.","Princeton, NJ",,"[linux, cisco, c, python, cython]","Systems Software Engineer (Linux, Cisco, Arista, C, Python)",/jobs/125017/systems-software-engineer-linux-cisco-arista-edgestream-partners-lp,41
125016,2016-10-16,"Edgestream Partners, L.P. is an algorithmic hedge fund founded in 2003. We build robust, high-quality…","Edgestream Partners, L.P.","Princeton, NJ",,"[linux, python]","Research Software Engineer (Python, Linux)",/jobs/125016/research-software-engineer-python-linux-edgestream-partners-lp,41
125015,2016-10-16,"We are an award winning start-up based in Cambridge (UK). We make KeyLines, an innovative browser-based…",Cambridge Intelligence,"Cambridge, UK",,"[javascript, html5-canvas, webgl, node.js, reactjs]",JavaScript Developer - award-winning data visualization software,/jobs/125015/javascript-developer-award-winning-data-cambridge-intelligence,41
125013,2016-10-16,"Edgestream Partners, L.P. is an algorithmic hedge fund founded in 2003. We build robust, high-quality…","Edgestream Partners, L.P.","Princeton, NJ",,"[python, c, pandas, postgresql, linux]","Software Engineer (Python, Linux)",/jobs/125013/software-engineer-python-linux-edgestream-partners-lp,41
124988,2016-10-16,"Mobile App Developer (Serious Gaming), Ecosystems Services and Management (ESM) Program - 2016 -…",International Institute for Applied Systems Analysis (IIASA),"Laxenburg, Austria",,"[c#, java, android, user-interface, rest]",Mobile App Developer (Serious Gaming),/jobs/124988/mobile-app-developer-serious-gaming-international-institute-for,41
125008,2016-10-16,Als ideenreiche Anwendungsentwicklerin bzw. ideenreicher Anwendungsentwickler konzentrieren Sie sich in…,Aareal Bank AG,"Wiesbaden, Deutschland","€50,000 - 80,000","[java, c++, rest, nosql, apache]",Senior Softwareentwickler JAVA,/jobs/125008/senior-softwareentwickler-java-aareal-bank-ag,41
123047,2016-10-16,"EWR, Inc., a 21-year-old software development company, has an immediate opening for a permanent, full…","EWR, Inc.","Collierville, TN",,"[c#, asp.net, .net, mvvm, sql]",C# and WPF Developer,/jobs/123047/c-sharp-and-wpf-developer-ewr-inc,41
100823,2016-10-16,Want to work with one of the most succes-full gaming companies in the world? And have a significant…,SYBO Games,"København, Denmark",,"[jenkins, amazon-web-services, python, go, cassandra]",DevOps Engineer,/jobs/100823/devops-engineer-sybo-games,41
116384,2016-10-16,Our Mobile Software Engineering Team work on the cutting edge to produce high-quality mobile apps for…,trivago,"Düsseldorf, Germany",,"[ios, model-view-controller]",Software Engineer - iOS,/jobs/116384/software-engineer-ios-trivago,41
101592,2016-10-16,Testing a rapidly evolving product with thousands of lines of code that are altered almost daily is a…,trivago,"Düsseldorf, Germany",,"[php, java, python, ruby, selenium]",Web Test Automation Framework Architect,/jobs/101592/web-test-automation-framework-architect-trivago,41
124981,2016-10-16,Join our team and actively shape the technical future of the world’s largest online hotel search. Work…,trivago,"Düsseldorf, Germany",,"[php, javascript, user-interface]",Software Engineer - PHP,/jobs/124981/software-engineer-php-trivago,41
124979,2016-10-16,"Technology helps people to do more and be more. It changes our world every day. At Telefónica, we’re…",Telefonica Digital,"Madrid, Spain",,"[java, python, c#, javascript, html5]",Are you a Software Developer? Join us!!!!,/jobs/124979/are-you-a-software-developer-join-us-telefonica-digital,41
125006,2016-10-16,To build the new Digital Innovation Group in the Technology area of the Innovation department at the…,Ypsomed AG,"Burgdorf, Schweiz",,"[connectivity, cloud, bigdata, iot, digital]",Manager Digital Innovation,/jobs/125006/manager-digital-innovation-ypsomed-ag,41
124558,2016-10-16,"Operating within our nascent Professional Services team, we’re looking for an Associate Technical…",Index Exchange,"Toronto, ON, Canada",,"[javascript, mysql, html, css, database]",Integrations Engineer,/jobs/124558/integrations-engineer-index-exchange,41
125003,2016-10-16,"NEXT Munich produziert Inhalte für das digitale Zeitalter - frisch, innovativ und technisch kompetent.…",NEXT Munich GmbH,"München, Germany","€42,000 - 54,000","[html5, wordpress, typo3, drupal, facebook-graph-api]",Frontend Web / HTML Developer (m/f) Downtown Munich,/jobs/125003/frontend-web-html-developer-m-f-downtown-next-munich-gmbh,41
125004,2016-10-16,"ESG ist TOP Innovator 2016 – werde Teil des Teams! Wir verändern die Art, wie Autofahrer mit der…",ESG Elektroniksystem- und Logistik-GmbH,"München, Germany","€50,000 - 60,000","[java, java-ee, testing, automation, agile]",Java/J2EE Developer (f/m) Connected Car,/jobs/125004/java-j2ee-developer-f-m-connected-car-esg-elektroniksystem-und,41
123045,2016-10-16,Front-end web development is your favourite activity anyway? Are your interested in integrating speech-…,ITSLanguage,"Eindhoven, Netherlands",,"[javascript, angularjs, angularjs-2.0]",AngularJS front-end developer,/jobs/123045/angularjs-front-end-developer-itslanguage,41
